Key;Row0;Row1;Row2;Row3;Row4;Row5;Row6;Row7;Row8;Row9;Row10;Row11;Row12;Row13;Row14;Row15;Row16;Row17;Row18;Row19;Row20;Row21;Row22;Row23;Row24;Row25;Row26;Row27;Row28;Row29;Row30;Row31;Row32;Row33;Row34;Row35;Row36;Row37;Row38;Row39;Row40;Row41;Row42;Row43;Row44;Row45;Row46;Row47;Row48;Row49;Row50;Row809;Row1072;Row5406;Row5872;Row15986;Row16003;Row17095;Row19697;Row20408;Row22591;Row23757;Row23789;Row27711;Row28345;Row33541;Row39842;Row41947;Row43388;Row47174;Row57524;Row60071;Row61146;Row63243;Row67469;Row73667;Row74675;Row77829;Row80879;Row81594;Row82887;Row83658;Row88321;Row89843;Row91459;Row92230;Row92281;Row95914;Row96914;Row105449;Row105915;Row106020;Row108151;Row111013;Row116110;Row117054;Row117918;Row121846;Row122408;Row123151;Row123362;Row127588
Row0;0.0;0.9365079365079365;0.7692307692307692;0.8405797101449275;0.6052631578947368;0.6041666666666667;0.7936507936507937;0.6052631578947368;0.8823529411764706;0.6153846153846154;0.703125;0.5319148936170213;0.38888888888888884;0.7741935483870968;0.7571428571428571;0.9538461538461538;0.7714285714285715;0.5277777777777778;0.8048780487804879;0.5348837209302326;0.6896551724137931;0.7575757575757576;0.7441860465116279;0.6607142857142857;0.6290322580645161;0.6976744186046512;0.7301587301587302;0.7666666666666666;0.8666666666666667;0.7450980392156863;0.7551020408163265;0.75;0.675;0.8;0.8305084745762712;0.4358974358974359;0.6612903225806452;0.59375;0.653061224489796;0.6428571428571428;0.7313432835820896;0.6825396825396826;0.7457627118644068;0.7586206896551724;0.9454545454545454;0.7142857142857143;0.8103448275862069;0.7058823529411764;0.7638888888888888;0.5517241379310345;0.7317073170731707;0.7424242424242424;0.7627118644067796;0.6307692307692307;0.6779661016949152;0.6842105263157895;0.7285714285714286;0.7837837837837838;0.627906976744186;0.7142857142857143;0.6666666666666667;0.8194444444444444;0.6046511627906976;0.6166666666666667;0.7142857142857143;0.6865671641791045;0.7846153846153846;0.796875;0.7547169811320755;0.7391304347826086;0.6785714285714286;0.7636363636363637;0.7241379310344828;0.6181818181818182;0.5636363636363637;0.6825396825396826;0.7631578947368421;0.8225806451612903;0.75;0.8771929824561404;0.8448275862068966;0.8863636363636364;0.8169014084507042;0.7538461538461538;0.7457627118644068;0.7391304347826086;0.6;0.6346153846153846;0.6571428571428571;0.7058823529411764;0.8117647058823529;0.72;0.7241379310344828;0.7076923076923076;0.711864406779661;0.7014925373134329;0.8695652173913043;0.8125;0.8333333333333334;0.7045454545454546;0.6842105263157895;0.5555555555555556
Row1;0.9365079365079365;0.0;0.7727272727272727;0.8024691358024691;0.8333333333333334;0.782608695652174;0.6714285714285715;0.7931034482758621;0.7666666666666666;0.8548387096774194;0.7341772151898734;0.7714285714285715;0.8805970149253731;0.5238095238095238;0.5753424657534247;0.11111111111111116;0.7590361445783133;0.8135593220338984;0.8421052631578947;0.8888888888888888;0.7432432432432432;0.6621621621621622;0.8166666666666667;0.8051948051948052;0.7088607594936709;0.8032786885245902;0.7066666666666667;0.7;0.7857142857142857;0.8260869565217391;0.8;0.9245283018867925;0.7931034482758621;0.7638888888888888;0.7164179104477613;0.8695652173913043;0.7654320987654322;0.8518518518518519;0.8783783783783784;0.8064516129032258;0.6923076923076923;0.6486486486486487;0.7183098591549295;0.7464788732394366;0.2954545454545454;0.8360655737704918;0.7714285714285715;0.9661016949152542;0.691358024691358;0.9074074074074074;0.8305084745762712;0.8372093023255813;0.7837837837837838;0.675;0.8125;0.7567567567567568;0.6052631578947368;0.7261904761904762;0.7540983606557377;0.7411764705882353;0.7083333333333333;0.725;0.7777777777777778;0.75;0.609375;0.7037037037037037;0.5882352941176471;0.6376811594202898;0.7611940298507462;0.8461538461538461;0.7534246575342466;0.8356164383561644;0.7361111111111112;0.76;0.8148148148148149;0.7951807228915663;0.6941176470588235;0.6764705882352942;0.875;0.7538461538461538;0.6666666666666667;0.8;0.7215189873417722;0.7435897435897436;0.7183098591549295;0.6493506493506493;0.8059701492537313;0.8266666666666667;0.896551724137931;0.6875;0.7032967032967032;0.791044776119403;0.7702702702702703;0.6883116883116883;0.5909090909090908;0.5945945945945945;0.6730769230769231;0.8253968253968254;0.7547169811320755;0.8787878787878788;0.704225352112676;0.8611111111111112
Row2;0.7692307692307692;0.7727272727272727;0.0;0.7792207792207793;0.6041666666666667;0.734375;0.3928571428571429;0.5111111111111111;0.5800000000000001;0.7636363636363637;0.6338028169014085;0.40384615384615385;0.6909090909090909;0.6764705882352942;0.7215189873417722;0.71875;0.6301369863013699;0.574468085106383;0.7647058823529411;0.6491228070175439;0.4482758620689655;0.4;0.38095238095238093;0.540983606557377;0.4285714285714286;0.33333333333333337;0.53125;0.45614035087719296;0.7254901960784313;0.2272727272727273;0.125;0.8260869565217391;0.32499999999999996;0.7887323943661972;0.5178571428571428;0.6607142857142857;0.7564102564102564;0.5952380952380952;0.7301587301587302;0.38636363636363635;0.625;0.6142857142857143;0.6666666666666667;0.20833333333333337;0.7796610169491526;0.30000000000000004;0.30612244897959184;0.8163265306122449;0.589041095890411;0.6976744186046512;0.4285714285714286;0.7236842105263157;0.7391304347826086;0.6266666666666667;0.7567567567567568;0.7808219178082192;0.6962025316455696;0.6835443037974683;0.5686274509803921;0.6835443037974683;0.7142857142857143;0.8620689655172413;0.7868852459016393;0.46031746031746035;0.7536231884057971;0.6578947368421053;0.6119402985074627;0.7361111111111112;0.5454545454545454;0.875;0.37037037037037035;0.8450704225352113;0.5806451612903225;0.6956521739130435;0.76;0.5522388059701493;0.6329113924050633;0.7014925373134329;0.8688524590163934;0.5818181818181818;0.65;0.8333333333333334;0.7435897435897436;0.6428571428571428;0.6031746031746033;0.6533333333333333;0.7166666666666667;0.8028169014084507;0.803921568627451;0.6216216216216216;0.7222222222222222;0.6779661016949152;0.7777777777777778;0.7272727272727273;0.7837837837837838;0.7215189873417722;0.7547169811320755;0.890625;0.7647058823529411;0.8360655737704918;0.609375;0.803030303030303
Row3;0.8405797101449275;0.8024691358024691;0.7792207792207793;0.0;0.7971014492753623;0.7721518987341772;0.7380952380952381;0.863013698630137;0.8552631578947368;0.8648648648648649;0.7159090909090908;0.7926829268292683;0.8717948717948718;0.7529411764705882;0.7684210526315789;0.8192771084337349;0.5316455696202531;0.7971014492753623;0.8382352941176471;0.76;0.7816091954022988;0.8085106382978724;0.782608695652174;0.7195121951219512;0.7362637362637363;0.7536231884057971;0.6904761904761905;0.7160493827160495;0.8260869565217391;0.7631578947368421;0.7866666666666666;0.8135593220338984;0.8142857142857143;0.5633802816901409;0.7777777777777778;0.7;0.7444444444444445;0.8805970149253731;0.736842105263158;0.7571428571428571;0.7078651685393258;0.846938775510204;0.7;0.7560975609756098;0.7777777777777778;0.8333333333333334;0.7625;0.7666666666666666;0.5308641975308642;0.8571428571428572;0.7941176470588236;0.6705882352941177;0.7283950617283951;0.7340425531914894;0.851063829787234;0.5810810810810811;0.6777777777777778;0.651685393258427;0.8133333333333334;0.6956521739130435;0.7816091954022988;0.5802469135802469;0.8311688311688312;0.7011494252873562;0.7857142857142857;0.7446808510638299;0.7176470588235294;0.7701149425287357;0.7848101265822784;0.8266666666666667;0.7906976744186046;0.4444444444444444;0.7764705882352941;0.7954545454545454;0.48611111111111116;0.686046511627907;0.5238095238095238;0.7283950617283951;0.7681159420289855;0.6944444444444444;0.7564102564102564;0.8382352941176471;0.45945945945945943;0.6941176470588235;0.7317073170731707;0.5903614457831325;0.7922077922077921;0.536231884057971;0.7377049180327868;0.7032967032967032;0.6063829787234043;0.8395061728395061;0.7317073170731707;0.7333333333333334;0.7674418604651163;0.7;0.8285714285714285;0.8552631578947368;0.8873239436619719;0.7746478873239436;0.8202247191011236;0.7974683544303798
Row4;0.6052631578947368;0.8333333333333334;0.6041666666666667;0.7971014492753623;0.0;0.7037037037037037;0.5892857142857143;0.5641025641025641;0.75;0.7045454545454546;0.676923076923077;0.5;0.6739130434782609;0.746031746031746;0.8;0.8166666666666667;0.7285714285714286;0.4;0.7;0.6799999999999999;0.6379310344827587;0.6923076923076923;0.575;0.5818181818181818;0.6031746031746033;0.4871794871794872;0.6166666666666667;0.5740740740740741;0.851063829787234;0.5111111111111111;0.6086956521739131;0.696969696969697;0.4864864864864865;0.75;0.6909090909090909;0.6086956521739131;0.7536231884057971;0.5;0.6981132075471699;0.46153846153846156;0.7605633802816901;0.7352941176470589;0.6724137931034483;0.5294117647058824;0.8269230769230769;0.5;0.6909090909090909;0.5757575757575757;0.6666666666666667;0.59375;0.5135135135135135;0.7536231884057971;0.7936507936507937;0.6268656716417911;0.734375;0.7619047619047619;0.6666666666666667;0.7432432432432432;0.6222222222222222;0.7432432432432432;0.765625;0.8571428571428572;0.74;0.6129032258064516;0.7704918032786885;0.7;0.71875;0.7096774193548387;0.6730769230769231;0.8269230769230769;0.625;0.8360655737704918;0.6724137931034483;0.765625;0.7941176470588236;0.696969696969697;0.7236842105263157;0.6666666666666667;0.8163265306122449;0.6326530612244898;0.679245283018868;0.7906976744186046;0.7571428571428571;0.6666666666666667;0.7777777777777778;0.6956521739130435;0.5652173913043479;0.8253968253968254;0.75;0.6417910447761195;0.8571428571428572;0.7358490566037736;0.8153846153846154;0.8082191780821918;0.8208955223880597;0.7142857142857143;0.8297872340425532;0.8679245283018868;0.7619047619047619;0.8;0.6551724137931034;0.7169811320754718
Row5;0.6041666666666667;0.782608695652174;0.734375;0.7721518987341772;0.7037037037037037;0.0;0.6901408450704225;0.6538461538461539;0.8064516129032258;0.5208333333333333;0.6486486486486487;0.5901639344262295;0.5;0.7432432432432432;0.7160493827160495;0.8194444444444444;0.788235294117647;0.6;0.8;0.7692307692307692;0.6323529411764706;0.625;0.7321428571428572;0.6470588235294117;0.6027397260273972;0.6727272727272727;0.6891891891891893;0.6811594202898551;0.8666666666666667;0.7142857142857143;0.7213114754098361;0.8367346938775511;0.7037037037037037;0.5873015873015873;0.696969696969697;0.7213114754098361;0.6111111111111112;0.6521739130434783;0.7230769230769231;0.6545454545454545;0.6753246753246753;0.6111111111111112;0.6;0.7101449275362319;0.8805970149253731;0.7321428571428572;0.7352941176470589;0.8269230769230769;0.7228915662650602;0.6888888888888889;0.6981132075471699;0.6486486486486487;0.7142857142857143;0.5277777777777778;0.6428571428571428;0.7222222222222222;0.5675675675675675;0.6455696202531646;0.6428571428571428;0.6790123456790124;0.47540983606557374;0.5633802816901409;0.5471698113207547;0.5915492957746479;0.6307692307692307;0.6363636363636364;0.72;0.5079365079365079;0.703125;0.6607142857142857;0.6417910447761195;0.7121212121212122;0.6617647058823529;0.5909090909090908;0.5882352941176471;0.6486486486486487;0.6296296296296297;0.5714285714285714;0.56;0.8260869565217391;0.6229508196721312;0.7777777777777778;0.7051282051282051;0.6933333333333334;0.7;0.5945945945945945;0.5964912280701755;0.625;0.7692307692307692;0.5211267605633803;0.6888888888888889;0.5789473684210527;0.6417910447761195;0.5972222222222222;0.6714285714285715;0.5555555555555556;0.6470588235294117;0.7017543859649122;0.653061224489796;0.7457627118644068;0.5625;0.509090909090909
Row6;0.7936507936507937;0.6714285714285715;0.3928571428571429;0.7380952380952381;0.5892857142857143;0.6901408450704225;0.0;0.6610169491525424;0.639344262295082;0.7301587301587302;0.46478873239436624;0.4920634920634921;0.7272727272727273;0.6216216216216216;0.5324675324675325;0.6176470588235294;0.5822784810126582;0.6140350877192983;0.75;0.6307692307692307;0.5;0.36363636363636365;0.5964912280701755;0.39682539682539686;0.265625;0.5357142857142857;0.3939393939393939;0.33333333333333337;0.6491228070175439;0.47457627118644063;0.4736842105263158;0.8214285714285714;0.5892857142857143;0.6575342465753424;0.41666666666666663;0.5967741935483871;0.654320987654321;0.7090909090909091;0.6470588235294117;0.543859649122807;0.5;0.527027027027027;0.48484848484848486;0.39344262295081966;0.7272727272727273;0.5714285714285714;0.4920634920634921;0.7931034482758621;0.5256410256410257;0.7407407407407407;0.6071428571428572;0.6375;0.5441176470588236;0.48684210526315785;0.7;0.7375;0.5064935064935066;0.6352941176470588;0.5833333333333333;0.6190476190476191;0.6753246753246753;0.7386363636363636;0.7164179104477613;0.3484848484848485;0.6388888888888888;0.5;0.5416666666666667;0.5694444444444444;0.6470588235294117;0.8493150684931507;0.5074626865671642;0.7948717948717949;0.48484848484848486;0.64;0.75;0.44285714285714284;0.4810126582278481;0.5857142857142856;0.8088235294117647;0.4482758620689655;0.44999999999999996;0.7903225806451613;0.6585365853658536;0.42647058823529416;0.5074626865671642;0.5512820512820513;0.6515151515151515;0.8024691358024691;0.6964285714285714;0.4383561643835616;0.6195652173913043;0.6567164179104478;0.7012987012987013;0.5897435897435898;0.6753246753246753;0.6547619047619048;0.7419354838709677;0.8309859154929577;0.7704918032786885;0.8142857142857143;0.5774647887323944;0.7361111111111112
Row7;0.6052631578947368;0.7931034482758621;0.5111111111111111;0.863013698630137;0.5641025641025641;0.6538461538461539;0.6610169491525424;0.0;0.6666666666666667;0.7045454545454546;0.7714285714285715;0.46808510638297873;0.5813953488372092;0.7846153846153846;0.8;0.7758620689655172;0.8133333333333334;0.303030303030303;0.8181818181818181;0.8;0.6379310344827587;0.6507936507936508;0.575;0.7213114754098361;0.6461538461538461;0.4473684210526315;0.703125;0.6949152542372881;0.8979591836734694;0.5434782608695652;0.5777777777777777;0.7352941176470589;0.3529411764705882;0.728813559322034;0.736842105263158;0.7692307692307692;0.7352941176470589;0.3448275862068966;0.8305084745762712;0.42105263157894735;0.7777777777777778;0.6129032258064516;0.6491228070175439;0.5576923076923077;0.8269230769230769;0.45945945945945943;0.6153846153846154;0.825;0.7567567567567568;0.5483870967741935;0.5526315789473684;0.8533333333333333;0.8823529411764706;0.6666666666666667;0.7538461538461538;0.7619047619047619;0.7222222222222222;0.7432432432432432;0.5238095238095238;0.8076923076923077;0.746031746031746;0.8421052631578947;0.6875;0.696969696969697;0.6607142857142857;0.8026315789473684;0.71875;0.7301587301587302;0.6470588235294117;0.8269230769230769;0.625;0.8360655737704918;0.6724137931034483;0.746031746031746;0.7384615384615385;0.7887323943661972;0.7564102564102564;0.6428571428571428;0.8627450980392157;0.8035714285714286;0.7931034482758621;0.7619047619047619;0.8082191780821918;0.8333333333333334;0.7166666666666667;0.7142857142857143;0.7058823529411764;0.7666666666666666;0.7804878048780488;0.7534246575342466;0.8444444444444444;0.7818181818181819;0.8507462686567164;0.8082191780821918;0.7258064516129032;0.7142857142857143;0.6904761904761905;0.8888888888888888;0.6666666666666667;0.8235294117647058;0.5555555555555556;0.8070175438596492
Row8;0.8823529411764706;0.7666666666666666;0.5800000000000001;0.8552631578947368;0.75;0.8064516129032258;0.639344262295082;0.6666666666666667;0.0;0.8703703703703703;0.6764705882352942;0.6428571428571428;0.8793103448275862;0.8142857142857143;0.7631578947368421;0.728813559322034;0.6714285714285715;0.7234042553191489;0.5641025641025641;0.75;0.6825396825396826;0.6911764705882353;0.6444444444444444;0.6774193548387097;0.6857142857142857;0.6595744680851063;0.6818181818181819;0.6935483870967742;0.9056603773584906;0.5208333333333333;0.64;0.7297297297297297;0.6956521739130435;0.855072463768116;0.7333333333333334;0.8070175438596492;0.8607594936708861;0.7619047619047619;0.8225806451612903;0.6666666666666667;0.7567567567567568;0.75;0.6721311475409837;0.5094339622641509;0.8181818181818181;0.6739130434782609;0.711864406779661;0.8666666666666667;0.736842105263158;0.8333333333333334;0.6888888888888889;0.8461538461538461;0.8571428571428572;0.7532467532467533;0.8356164383561644;0.8115942028985508;0.7532467532467533;0.7564102564102564;0.6799999999999999;0.7402597402597403;0.7971014492753623;0.891566265060241;0.7818181818181819;0.6567164179104478;0.765625;0.782051282051282;0.8378378378378378;0.7647058823529411;0.7627118644067796;0.9344262295081968;0.603448275862069;0.9130434782608696;0.6271186440677966;0.7794117647058824;0.868421052631579;0.6764705882352942;0.8117647058823529;0.6885245901639344;0.9491525423728814;0.7321428571428572;0.7868852459016393;0.6341463414634146;0.8333333333333334;0.7428571428571429;0.7142857142857143;0.7792207792207793;0.8135593220338984;0.8695652173913043;0.875;0.6986301369863014;0.8387096774193549;0.8360655737704918;0.8904109589041096;0.8333333333333334;0.8472222222222222;0.7948717948717949;0.7708333333333334;0.9508196721311475;0.8333333333333334;0.9508196721311475;0.6101694915254237;0.8571428571428572
Row9;0.6153846153846154;0.8548387096774194;0.7636363636363637;0.8648648648648649;0.7045454545454546;0.5208333333333333;0.7301587301587302;0.7045454545454546;0.8703703703703703;0.0;0.6818181818181819;0.6727272727272727;0.32432432432432434;0.7096774193548387;0.7183098591549295;0.875;0.875;0.7045454545454546;0.8222222222222222;0.7592592592592593;0.6206896551724138;0.696969696969697;0.7916666666666666;0.5892857142857143;0.609375;0.75;0.6451612903225806;0.6779661016949152;0.75;0.7169811320754718;0.7254901960784313;0.8421052631578947;0.7608695652173914;0.6428571428571428;0.6727272727272727;0.7;0.640625;0.7105263157894737;0.5714285714285714;0.7291666666666667;0.6716417910447761;0.640625;0.631578947368421;0.7333333333333334;0.9310344827586207;0.7659574468085106;0.7192982456140351;0.8292682926829268;0.8076923076923077;0.7894736842105263;0.782608695652174;0.7391304347826086;0.6949152542372881;0.6119402985074627;0.5614035087719298;0.765625;0.6521739130434783;0.7631578947368421;0.6304347826086957;0.7297297297297297;0.6666666666666667;0.7285714285714286;0.6382978723404256;0.6190476190476191;0.6428571428571428;0.6666666666666667;0.6612903225806452;0.5789473684210527;0.6538461538461539;0.7843137254901961;0.631578947368421;0.8;0.631578947368421;0.5964912280701755;0.7424242424242424;0.6615384615384615;0.7272727272727273;0.625;0.5609756097560976;0.7636363636363637;0.7090909090909091;0.8222222222222222;0.7945205479452055;0.7681159420289855;0.7213114754098361;0.6212121212121212;0.5111111111111111;0.7068965517241379;0.7560975609756098;0.6666666666666667;0.7037037037037037;0.5833333333333333;0.7213114754098361;0.6461538461538461;0.5714285714285714;0.6;0.6976744186046512;0.6136363636363636;0.5277777777777778;0.6444444444444444;0.6833333333333333;0.5918367346938775
