"ChEMBLID";"Class";"SlogP";"SMR";"LabuteASA";"TPSA";"AMW";"ExactMW";"NumLipinskiHBA";"NumLipinskiHBD";"NumRotatableBonds";"NumHBD";"NumHBA";"NumAmideBonds";"NumHeteroAtoms";"NumHeavyAtoms";"NumAtoms";"NumStereocenters";"NumUnspecifiedStereocenters";"NumRings";"NumAromaticRings";"NumSaturatedRings";"NumAliphaticRings";"NumAromaticHeterocycles";"NumSaturatedHeterocycles";"NumAliphaticHeterocycles";"NumAromaticCarbocycles";"NumSaturatedCarbocycles";"NumAliphaticCarbocycles";"FractionCSP3"
"CHEMBL364713";"Withdrawn";0.6065053599049322;0.6079329655401864;0.6936502164157055;0.22621716130189184;0.6055026091955888;0.6054054357094909;0.42105263157894735;0;0.19047619047619047;0;0.5333333333333333;0;0.38888888888888884;0.7058823529411764;0.5113636363636364;0.13333333333333333;0;0.7142857142857142;0.5;0;0.5;0;0;0.6000000000000001;0.6666666666666666;0;0;0.4090909090909091
"CHEMBL54349";"Withdrawn";0.7530837233838807;0.6512079571462472;0.6687796390208003;0.11240622851848528;0.5844412658597591;0.5821528001463354;0.21052631578947367;0;0.3333333333333333;0;0.2;0.16666666666666666;0.2777777777777778;0.6176470588235294;0.4772727272727273;0;0;0.42857142857142855;0.75;0;0;0.6666666666666666;0;0;0.3333333333333333;0;0;0.3333333333333333
"CHEMBL1950576";"Withdrawn";0;0.8122075597817902;1;1;0.9999999999999999;1;1;1;0.42857142857142855;1;1;0;1;1;0.8295454545454546;1;0;0.42857142857142855;0;0.6000000000000001;0.5;0;0.5;0.4;0;0.3333333333333333;0.25;0.9047619047619048
"CHEMBL1289";"Withdrawn";0.6927308914433049;0.3219884240648851;0.3419857754377303;0.02758600077707044;0.48487686590519685;0.48176210760675836;0.05263157894736842;0;0.09523809523809523;0;0.06666666666666667;0;0.22222222222222224;0.23529411764705882;0.11363636363636365;0;0;0.14285714285714285;0.25;0;0;0;0;0;0.3333333333333333;0;0;0.1111111111111111
"CHEMBL263881";"Withdrawn";0.607860596550531;0.5457192450691399;0.5201355775536896;0.11757673570638691;0.39689214783973426;0.3967881280941766;0.21052631578947367;0.058823529411764705;0.14285714285714285;0.06666666666666667;0.13333333333333333;0.16666666666666666;0.16666666666666666;0.5294117647058822;0.46590909090909094;0.13333333333333333;0;0.5714285714285714;0.5;0;0.3333333333333333;0.3333333333333333;0;0.2;0.3333333333333333;0;0.25;0.45
"CHEMBL1271";"Withdrawn";0.592824189966097;0.3614692011742286;0.32502509748610614;0;0.2044654220730292;0.20441388461621274;0.10526315789473684;0;0.2857142857142857;0;0;0;0.05555555555555555;0.3235294117647059;0.46590909090909094;0;0;0.2857142857142857;0;0.4;0.3333333333333333;0;0.5;0.4;0;0;0;1
"CHEMBL1488";"Withdrawn";0.5107427704845141;0.24691734511257185;0.26638258004293863;0.20765713261006005;0.23151018061521822;0.2293868644957679;0.2631578947368421;0.11764705882352941;0.23809523809523808;0.13333333333333333;0.3333333333333333;0;0.33333333333333326;0.2647058823529412;0.20454545454545456;0;0;0.14285714285714285;0.25;0;0;0.3333333333333333;0;0;0;0;0;0.5
"CHEMBL1611218";"Withdrawn";0.5550410883110282;0.3954946879456885;0.3935929445587099;0.1354792432529364;0.28779508483652794;0.2877431029198056;0.21052631578947367;0.058823529411764705;0.14285714285714285;0.06666666666666667;0.2;0;0.16666666666666666;0.411764705882353;0.40909090909090906;0.06666666666666667;0.25;0.42857142857142855;0.25;0.2;0.3333333333333333;0.3333333333333333;0.25;0.2;0;0;0.25;0.6875
"CHEMBL1741534";"Withdrawn";0.46391430424278696;0.23385052319653588;0.22462136694013296;0.24764637317313726;0.14151553578341908;0.14154244644943442;0.2631578947368421;0.23529411764705882;0.09523809523809523;0.13333333333333333;0.2;0;0.22222222222222224;0.2647058823529412;0.2954545454545454;0.06666666666666667;0.25;0.2857142857142857;0;0.4;0.3333333333333333;0;0.25;0.2;0;0.3333333333333333;0.25;0.9
"CHEMBL398879";"Withdrawn";0.5769914418485879;0.3543120204288465;0.32604145821890734;0.21847634418243217;0.21581327849888354;0.21579847509240407;0.2631578947368421;0.11764705882352941;0.09523809523809523;0.13333333333333333;0.2;0;0.22222222222222224;0.35294117647058826;0.3295454545454546;0.06666666666666667;0.25;0.14285714285714285;0.25;0;0;0.3333333333333333;0;0;0;0;0;0.46153846153846156
"CHEMBL1731";"Withdrawn";0.43202704201121633;0.7706560209956308;0.9006382134560753;0.5185450850294389;0.897987523153568;0.897562989158716;0.6842105263157894;0.1764705882352941;0.2857142857142857;0.2;0.5333333333333333;1;0.7777777777777777;0.8823529411764706;0.6022727272727273;0.26666666666666666;0;0.5714285714285714;0.25;0.6000000000000001;0.5;0;0.75;0.6000000000000001;0.3333333333333333;0;0;0.47619047619047616
"CHEMBL1594";"Withdrawn";0.38669381620079035;0.19394696878686846;0.21400159515301376;0.31937595265847746;0.1553230603743052;0.155372414758516;0.3157894736842105;0.23529411764705882;0.2857142857142857;0.26666666666666666;0.26666666666666666;0.16666666666666666;0.2777777777777778;0.2647058823529412;0.2727272727272727;0.06666666666666667;0;0;0;0;0;0;0;0;0;0;0;0.7777777777777778
"CHEMBL1201407";"Withdrawn";0.6834234397698118;0.6123755925812999;0.6360215784126946;0.2834215009414507;0.5339033148722986;0.5337952643184634;0.2631578947368421;0.1764705882352941;0.7142857142857142;0.2;0.26666666666666666;0;0.22222222222222224;0.6176470588235294;0.6477272727272727;0.26666666666666666;0;0.14285714285714285;0;0.2;0.16666666666666666;0;0;0;0;0.3333333333333333;0.25;0.8181818181818182
"CHEMBL47";"Withdrawn";0.9401881426873786;0.827379027165561;0.799877573151047;0.08804805881825516;0.645587550045322;0.6453757033943786;0.10526315789473684;0.058823529411764705;0.5714285714285714;0.06666666666666667;0.13333333333333333;0;0.05555555555555555;0.7352941176470589;0.8295454545454546;0.2;0;0.2857142857142857;0.25;0;0.16666666666666666;0;0;0.2;0.3333333333333333;0;0;0.7931034482758621
"CHEMBL547";"Withdrawn";0.7588742799605306;0.5145007223408169;0.47258697740807326;0.11147972145013296;0.34357692780259574;0.343465073891601;0.10526315789473684;0.058823529411764705;0.23809523809523808;0.06666666666666667;0.06666666666666667;0;0.05555555555555555;0.4705882352941177;0.4772727272727273;0;0;0.14285714285714285;0;0;0.16666666666666666;0;0;0;0;0;0.25;0.45
"CHEMBL7728";"Withdrawn";0.512394815155802;0.26195019698803973;0.28069965278737424;0.1986909351743925;0.1948122097834979;0.19481339308815854;0.2631578947368421;0.058823529411764705;0.047619047619047616;0.06666666666666667;0.2;0.6666666666666666;0.22222222222222224;0.3235294117647059;0.28409090909090906;0.06666666666666667;0.25;0.2857142857142857;0;0.2;0.3333333333333333;0;0.25;0.2;0;0;0.25;0.5833333333333334
"CHEMBL1589896";"Withdrawn";0.5579968482347766;0.6678125548686402;0.7063947999521318;0.4346812516811619;0.6219158519933506;0.6218229254839676;0.42105263157894735;0.47058823529411764;0.6190476190476191;0.5333333333333333;0.5333333333333333;0;0.38888888888888884;0.7058823529411764;0.6136363636363636;0.13333333333333333;0.5;0.2857142857142857;0.5;0;0;0;0;0;0.6666666666666666;0;0;0.45454545454545453
"CHEMBL520642";"Withdrawn";0.36435481215412113;0.7782960457616015;0.9075241778767564;0.6080277354374009;0.8863684309357168;0.8859569302592143;0.7368421052631579;0.3529411764705882;0.2857142857142857;0.3333333333333333;0.8;0.5;0.8333333333333333;0.8823529411764706;0.5681818181818181;0.2;0;0.7142857142857142;0.25;0.6000000000000001;0.6666666666666666;0.3333333333333333;0.75;0.8;0;0;0;0.45
"CHEMBL1899801";"Withdrawn";0.670072678765234;0;0.19315770359976553;0;0.3148050695592298;0.31510423955638506;0;0;0.09523809523809523;0;0;0;0.611111111111111;0.3235294117647059;0.10227272727272727;0;0;0;0;0;0;0;0;0;0;0;0;1
"CHEMBL252556";"Withdrawn";0.6390142389450215;0.5039890462945009;0.5290013776609208;0.21766938641322214;0.43167524034504856;0.4316000765699874;0.2631578947368421;0.058823529411764705;0.5714285714285714;0.06666666666666667;0.3333333333333333;0;0.22222222222222224;0.5294117647058822;0.5227272727272727;0;0;0.14285714285714285;0;0;0.16666666666666666;0;0;0;0;0;0.25;0.6842105263157895
"CHEMBL301265";"Withdrawn";0.5337257919454145;0.25938118956748957;0.21856023067142144;0.15224603245763468;0.1370018940140345;0.13682632569874648;0.15789473684210525;0.1764705882352941;0.14285714285714285;0.13333333333333333;0.26666666666666666;0;0.16666666666666666;0.23529411764705882;0.26136363636363635;0.06666666666666667;0;0.2857142857142857;0.25;0;0.16666666666666666;0.3333333333333333;0;0;0;0;0.25;0.7
"CHEMBL398435";"Withdrawn";0.5578904453576427;0.7762630183064898;0.8944038049689063;0.413760124331271;0.8585447388370239;0.8583007045129543;0.5263157894736842;0.23529411764705882;0.47619047619047616;0.26666666666666666;0.7333333333333333;0;0.6666666666666666;0.8823529411764706;0.6363636363636364;0.4;0;0.7142857142857142;0.75;0.4;0.3333333333333333;0.6666666666666666;0;0;0.3333333333333333;0.6666666666666666;0.5;0.5652173913043478
