"class";"fr_Al_COO";"fr_Al_OH";"fr_Al_OH_noTert";"fr_ArN";"fr_Ar_COO";"fr_Ar_N";"fr_Ar_NH";"fr_Ar_OH";"fr_COO";"fr_COO2";"fr_C_O";"fr_C_O_noCOO";"fr_C_S";"fr_HOCCN";"fr_Imine";"fr_NH0";"fr_NH1";"fr_NH2";"fr_N_O";"fr_Ndealkylation1";"fr_Ndealkylation2";"fr_Nhpyrrole";"fr_alkyl_carbamate";"fr_alkyl_halide";"fr_allylic_oxid";"fr_amide";"fr_amidine";"fr_aniline";"fr_aryl_methyl";"fr_barbitur";"fr_benzene";"fr_benzodiazepine";"fr_bicyclic";"fr_dihydropyridine";"fr_epoxide";"fr_ester";"fr_ether";"fr_furan";"fr_guanido";"fr_halogen";"fr_hdrzine";"fr_hdrzone";"fr_imidazole";"fr_imide";"fr_ketone";"fr_ketone_Topliss";"fr_lactam";"fr_lactone";"fr_methoxy";"fr_morpholine";"fr_nitrile";"fr_nitro";"fr_nitro_arom";"fr_nitro_arom_nonortho";"fr_oxazole";"fr_oxime";"fr_para_hydroxylation";"fr_phenol";"fr_phenol_noOrthoHbond";"fr_phos_acid";"fr_phos_ester";"fr_piperdine";"fr_piperzine";"fr_priamide";"fr_pyridine";"fr_quatN";"fr_sulfide";"fr_sulfonamd";"fr_sulfone";"fr_term_acetylene";"fr_tetrazole";"fr_thiazole";"fr_thiophene";"fr_unbrch_alkane";"fr_urea";"qed";"MolWt";"FractionCSP3";"HeavyAtomCount";"NumAliphaticCarbocycles";"NumAliphaticHeterocycles";"NumAliphaticRings";"NumAromaticCarbocycles";"NumAromaticHeterocycles";"NumAromaticRings";"NumHAcceptors";"NumHDonors";"NumHeteroatoms";"NumRotatableBonds";"NumSaturatedCarbocycles";"NumSaturatedHeterocycles";"NumSaturatedRings";"RingCount";"MolLogP";"MolMR"
"Approved";0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0.2;0.2;0;0;0.3333333333333333;0;0;0;0;0;0.2;0;0.3333333333333333;0.6666666666666666;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8967280834206797;0.18423131120026562;0.5;0.2972972972972973;0;0;0;0.25;0;0.16666666666666666;0.13333333333333333;0.06666666666666667;0.15789473684210525;0.23809523809523808;0;0;0;0.14285714285714285;0.5124072207280675;0.2938513736637306
"Approved";0;0;0;1;0;1;0;0;0;0;0.2;0.2;0;0;0;1;0.2;0.6666666666666666;0;0;0;0;0;0;0;0.2;0;1;0;0;0.25;0;0.14285714285714285;0;0;0;0.16666666666666666;0;0;0.16666666666666666;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0.447235572001831;0.615144008544477;0.10526315789473684;0.6756756756756757;0;0;0;0.25;1;0.6666666666666666;0.6;0.2;0.631578947368421;0.19047619047619047;0;0;0;0.5714285714285714;0.5111305935148902;0.5303999585602289
"Approved";0;0.125;0.14285714285714285;0;0;0;0;0.16666666666666666;0;0;0;0;0;0;0;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16666666666666666;0.16666666666666666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6258916608266432;0.03359227047937023;0.3333333333333333;0.16216216216216217;0;0;0;0.25;0;0.16666666666666666;0.2;0.2;0.15789473684210525;0.09523809523809523;0;0;0;0.14285714285714285;0.4243014552771805;0.1279776743222337
"Approved";0;0;0;0;0;0.2;0;0;0;0;0.2;0.2;0;0;0;0.4;0;0.3333333333333333;0;0;0;0;0;0;0;0.2;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0.8437506885791433;0.4201468357611497;0.42857142857142855;0.5135135135135135;0;0;0;0.25;0.3333333333333333;0.3333333333333333;0.2;0.06666666666666667;0.21052631578947367;0.38095238095238093;0;0;0;0.2857142857142857;0.5502662234798219;0.4875479956747259
"Approved";0;0.125;0.14285714285714285;0;0;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5739842854811533;0.13243939434736168;0.45454545454545453;0.24324324324324326;0;0;0;0.25;0;0.16666666666666666;0.26666666666666666;0.26666666666666666;0.21052631578947367;0.19047619047619047;0;0;0;0.14285714285714285;0.44164101087079277;0.20020007640458268
"Approved";0;0;0;0;0;0;0;0;0;0;0.4;0.4;0;0;0;0.4;0.2;0;0;0;0;0;0;0;0;0.4;0;1;0;0;0.5;0;0.2857142857142857;0;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8126161338114296;0.6176997226635077;0.36363636363636365;0.6486486486486487;0;0.4;0.3333333333333333;0.5;0;0.3333333333333333;0.4;0.06666666666666667;0.42105263157894735;0.23809523809523808;0;0.25;0.16666666666666666;0.5714285714285714;0.5864973319269685;0.580951301791625
"Approved";0;0.375;0.42857142857142855;0.5;0;0.8;0;0;0;0;0;0;0;0;0;0.8;0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0.3333333333333333;0;0;0;0;0.14285714285714285;0;0;0;0.16666666666666666;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.49179784578438035;0.2580575675166267;0.5;0.35135135135135137;0;0.2;0.16666666666666666;0;0.6666666666666666;0.3333333333333333;0.6;0.26666666666666666;0.47368421052631576;0.09523809523809523;0;0.25;0.16666666666666666;0.42857142857142855;0.29037236257769766;0.23176358609436715
"Approved";0.5;0;0;0;0;0.2;0;0;0.5;0.5;0.4;0.2;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0.14285714285714285;0;0;0;0.16666666666666666;0;0;0.08333333333333333;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8050426091252677;0.46123123042264635;0.15789473684210525;0.5135135135135135;0;0;0;0.5;0.3333333333333333;0.5;0.26666666666666666;0.06666666666666667;0.3157894736842105;0.19047619047619047;0;0;0;0.42857142857142855;0.5777750100223029;0.44545360364152187
"Approved";0;0.125;0.14285714285714285;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;0;0.5;0;0;0;0;0;0.16666666666666666;0;0;0;0;0;0;0;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09090909090909091;0;0.48729705856503214;0.4245626789448649;0.38095238095238093;0.5135135135135135;0;0;0;0.5;0;0.3333333333333333;0.26666666666666666;0.13333333333333333;0.21052631578947367;0.5238095238095238;0;0;0;0.2857142857142857;0.5444036632973577;0.4742717283622892
"Approved";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.35922561826867533;0.16794564563755973;1;0.24324324324324326;0;0;0;0;0;0;0.6;0;0.631578947368421;0.38095238095238093;0;0;0;0;0.33707337103535306;0.06998918680920259
"Approved";0;0;0;0;0;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.553199228898394;0.002118168681619475;0.25;0.13513513513513514;0;0;0;0.25;0;0.16666666666666666;0.2;0.2;0.15789473684210525;0.09523809523809523;0;0;0;0.14285714285714285;0.4158457460679499;0.10087347271773738
"Approved";0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0.14285714285714285;0;0;0;0;0;0;0.08333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.628316177952494;0.344480644784907;0.25;0.40540540540540543;0;0.2;0.16666666666666666;0.5;0;0.3333333333333333;0.26666666666666666;0.26666666666666666;0.2631578947368421;0.047619047619047616;0;0;0;0.42857142857142855;0.519737123774458;0.3519408706237348
"Approved";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7512433904377932;0.024742633529892234;0.45454545454545453;0.16216216216216217;0;0;0;0.25;0;0.16666666666666666;0.06666666666666667;0.06666666666666667;0.05263157894736842;0.14285714285714285;0;0;0;0.14285714285714285;0.495055988666042;0.17050977395898845
"Approved";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.4;0;0;0.3333333333333333;0;0;0;0;0;0;0;0.6666666666666666;0;0;0.5;0;0;0;0;0;0.16666666666666666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.5618550010580505;0.6492231885618894;0.3684210526315789;0.6216216216216216;0;0;0;0.5;0;0.3333333333333333;0.4;0.13333333333333333;0.5263157894736842;0.5238095238095238;0;0;0;0.2857142857142857;0.483175182055604;0.5799107749885094
"Approved";0;0.125;0.14285714285714285;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7372756928297445;0.029167452004631233;0.4;0.16216216216216217;0;0;0;0.25;0;0.16666666666666666;0.13333333333333333;0.13333333333333333;0.10526315789473684;0.14285714285714285;0;0;0;0.14285714285714285;0.4513081536778936;0.1487461231149767
"Approved";0;0.125;0.14285714285714285;0;0;0;0;0.16666666666666666;0;0;0;0;0;0;0;0;0.2;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16666666666666666;0.16666666666666666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6370038975279111;0.03359227047937023;0.3333333333333333;0.16216216216216217;0;0;0;0.25;0;0.16666666666666666;0.2;0.2;0.15789473684210525;0.14285714285714285;0;0;0;0.14285714285714285;0.4180837358471479;0.12977318199182925
"Withdrawn";0;0;0;0;0;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5597741299468698;0.5714343412585152;0.07692307692307693;0.40540540540540543;0;0;0;0.5;0;0.3333333333333333;0.13333333333333333;0.13333333333333333;0.42105263157894735;0.09523809523809523;0;0;0;0.2857142857142857;0.7082439759153387;0.40228048251435966
"Withdrawn";0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0.08333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0.8997843891366826;0.37021504797293037;0.1875;0.35135135135135137;0;0;0;0.25;0.3333333333333333;0.3333333333333333;0.13333333333333333;0;0.15789473684210525;0.19047619047619047;0;0;0;0.2857142857142857;0.5734002265234881;0.3694679521629636
"Withdrawn";0.5;0;0;0;0;0.2;0;0;0.5;0.5;0.4;0.2;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0.14285714285714285;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9045810570426506;0.23119452148235894;0.2;0.35135135135135137;0;0.2;0.16666666666666666;0.25;0.3333333333333333;0.3333333333333333;0.2;0.06666666666666667;0.21052631578947367;0.14285714285714285;0;0;0;0.42857142857142855;0.49816484838105834;0.27421021619906744
"Withdrawn";0;0;0;0;0;0.2;0;0;0;0;0.2;0.2;0;0;0;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;0.6666666666666666;0;0.25;0;0.14285714285714285;0;0;0;0.3333333333333333;0;0;0.08333333333333333;0;0;0;0;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;1;0;0;0.5717592328511221;0.6791512964807889;0.2222222222222222;0.6216216216216216;0;0.2;0.16666666666666666;0.25;0.6666666666666666;0.5;0.5333333333333333;0.06666666666666667;0.5789473684210527;0.2857142857142857;0;0;0;0.5714285714285714;0.5794252842247029;0.5164625973672816
"Withdrawn";0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0.2;0.2;0;0;0;0.5;0;0;0;0;0.2;0;0.3333333333333333;0.3333333333333333;0;0.5;0;0;0;0;0;0.16666666666666666;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0.3333333333333333;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8860452240693222;0.44930531247475713;0.4090909090909091;0.5405405405405406;0;0.2;0.16666666666666666;0.5;0;0.3333333333333333;0.2;0.06666666666666667;0.21052631578947367;0.2857142857142857;0;0.25;0.16666666666666666;0.42857142857142855;0.5990398050808216;0.5117047934162583
"Withdrawn";0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0.16666666666666666;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.42716883014412077;0.1636262868323505;0.25;0.2702702702702703;0;0.2;0.16666666666666666;0;0.3333333333333333;0.16666666666666666;0.4;0;0.42105263157894735;0.14285714285714285;0;0.25;0.16666666666666666;0.2857142857142857;0.4340853627684134;0.15578376208390324
"Withdrawn";0;0;0;0;0;0;0;0.3333333333333333;0;0;0.4;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0.2857142857142857;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6478814671384405;0.1974047946004648;0;0.32432432432432434;0.25;0;0.16666666666666666;0.5;0;0.3333333333333333;0.26666666666666666;0.13333333333333333;0.21052631578947367;0;0;0;0;0.42857142857142855;0.47783806295173403;0.2339249292610133
"Withdrawn";0;0;0;0;1;0;0;0;0.5;0.5;0.2;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.75;0;0.7142857142857143;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0.5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.43693572762493327;0.42416776613981716;0.11764705882352941;0.5135135135135135;0;0.2;0.16666666666666666;0.75;0;0.5;0.4;0.06666666666666667;0.42105263157894735;0.14285714285714285;0;0;0;0.5714285714285714;0.5490401942964352;0.39362410240804097
"Withdrawn";0;0;0;0;0;0.6;0.5;0;0;0;0.6;0.6;0;0;0;0.4;0.2;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.6666666666666666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.46312644117856283;0.49154303203281396;0.5714285714285714;0.5405405405405406;0;0.2;0.16666666666666666;0;0.3333333333333333;0.16666666666666666;0.7333333333333333;0.06666666666666667;0.631578947368421;0.23809523809523808;0;0.25;0.16666666666666666;0.2857142857142857;0.30182989720815706;0.34846769963934593
"Withdrawn";0;0;0;0;0;0;0;0;0;0;0.4;0.4;0;0;0;0.6;0;0;0;0;0.5;0;0;0;0;0.4;0;0;0;0;0.25;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0.645243372758763;0.59521661864886;0.5454545454545454;0.6486486486486487;0;0.4;0.3333333333333333;0.25;0;0.16666666666666666;0.4;0;0.42105263157894735;0.3333333333333333;0;0.5;0.3333333333333333;0.42857142857142855;0.4593016693457681;0.563419040280757
"Withdrawn";0;0.125;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0.4;0;0;0;0.3333333333333333;0.5;0;0;0;0;0.2;0;0;0;0;0.75;0;0;0;0;0;0;0;0;0.08333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5209389096052941;0.7288183131838051;0.3448275862068966;0.7567567567567568;0;0.2;0.16666666666666666;0.75;0;0.5;0.2;0.06666666666666667;0.2631578947368421;0.3333333333333333;0;0.25;0.16666666666666666;0.5714285714285714;0.6342443573466404;0.7190240933430908
"Withdrawn";0;0.125;0.14285714285714285;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0.45454545454545453;0;0.37456796670082926;0.4158611342972797;0.7;0.4594594594594595;0;0;0;0.25;0;0.16666666666666666;0.2;0.13333333333333333;0.15789473684210525;0.5714285714285714;0;0;0;0.14285714285714285;0.6571642918027312;0.49393943318160566
"Withdrawn";0.5;0;0;0;0;0;0;0;0.5;0.5;0.4;0.2;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0.2;0;0.3333333333333333;0;0;0.5;0;0.14285714285714285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.2896191784018596;0.17647058823529413;0.40540540540540543;0;0.2;0.16666666666666666;0.5;0;0.3333333333333333;0.13333333333333333;0.06666666666666667;0.21052631578947367;0.14285714285714285;0;0;0;0.42857142857142855;0.534366765657172;0.3399181564480949
"Withdrawn";0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0.4;0;0.3333333333333333;0;0;0;0;0;0;0;0.2;1;0;0;0;0.25;0;0;0;0;0;0;0;0;0.16666666666666666;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9531930141194213;0.26902986079323626;0.2727272727272727;0.2972972972972973;0;0.2;0.16666666666666666;0.25;0;0.16666666666666666;0.2;0.06666666666666667;0.3157894736842105;0.09523809523809523;0;0;0;0.2857142857142857;0.5111987062473006;0.2655473611281989
"Withdrawn";0;0;0;0;0;0.4;0.5;0;0;0;0.2;0.2;0;0;0;0.4;0.2;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0.5;0;0.14285714285714285;0;0;0;0;0;0;0.08333333333333333;0;0;0.5;0;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0.6666666666666666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6888495760521919;0.5097920425069785;0.2727272727272727;0.5945945945945946;0;0.2;0.16666666666666666;0.5;0.3333333333333333;0.5;0.26666666666666666;0.06666666666666667;0.3157894736842105;0.2857142857142857;0;0;0;0.5714285714285714;0.5656645661997386;0.5238388769821507
"Withdrawn";0;0;0;0.5;0;0;0;0;0;0;0.4;0.4;0;0;0;0;0.2;0.3333333333333333;0;0;0;0;0;0;0;0.4;0;0.3333333333333333;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6120141094477063;0.17960903632300265;0.38461538461538464;0.2972972972972973;0;0.2;0.16666666666666666;0.25;0;0.16666666666666666;0.2;0.13333333333333333;0.21052631578947367;0.09523809523809523;0;0.25;0.16666666666666666;0.2857142857142857;0.4525390480564525;0.24770689130477117
"Withdrawn";0;0.125;0;0;0;0.2;0;0;0;0;0.2;0.2;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0.42857142857142855;0;0;0.3333333333333333;0.16666666666666666;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0.3333333333333333;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8896924853846776;0.45373013094949627;0.5714285714285714;0.5405405405405406;0;0.6;0.5;0.25;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.06666666666666667;0.2631578947368421;0.09523809523809523;0;0.25;0.16666666666666666;0.7142857142857143;0.5303481144449599;0.4648299350561076
"Withdrawn";0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0.3333333333333333;0.16666666666666666;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0.8606099793123434;0.36377976430885783;0.11764705882352941;0.43243243243243246;0;0.2;0.16666666666666666;0.5;0;0.3333333333333333;0.26666666666666666;0;0.2631578947368421;0.14285714285714285;0;0;0;0.42857142857142855;0.5111403239052345;0.36788029085540913
"Withdrawn";0;0;0;0;0;0.2;0.5;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0.5;0;0;0;0;0;0;0.3333333333333333;0;0.25;0;0.14285714285714285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8750409785594472;0.17075939937352466;0.4666666666666667;0.2972972972972973;0;0.2;0.16666666666666666;0.25;0.3333333333333333;0.3333333333333333;0.06666666666666667;0.13333333333333333;0.10526315789473684;0.14285714285714285;0;0.25;0.16666666666666666;0.42857142857142855;0.537529142519082;0.29307243542841743
"Withdrawn";0.5;0.25;0.2857142857142857;0;0;0.2;0;0;0.5;0.5;0.2;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0.16666666666666666;0;0;0.08333333333333333;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0.4379408822752083;0.6895738531821898;0.46153846153846156;0.7297297297297297;0;0;0;0.25;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.2;0.3684210526315789;0.5238095238095238;0;0;0;0.2857142857142857;0.6241588077547329;0.6441838630933523
"Withdrawn";0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0.5;0;0.14285714285714285;0;0;0;0.5;0;0;0.08333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0.8278147522345426;0.5309198775770306;0.35;0.5675675675675675;0;0.4;0.3333333333333333;0.5;0;0.3333333333333333;0.3333333333333333;0;0.3684210526315789;0.23809523809523808;0;0.25;0.16666666666666666;0.5714285714285714;0.5225346109984556;0.4818539118498347
"Withdrawn";0;0.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0.3333333333333333;0;0.75;0;0;0;0;0;0.16666666666666666;0;0;0.08333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.42525538389714096;0.6412262042596732;0.3333333333333333;0.6756756756756757;0;0;0;0.75;0;0.5;0.2;0.06666666666666667;0.21052631578947367;0.47619047619047616;0;0;0;0.42857142857142855;0.6712013529134747;0.6611443852344935
"Withdrawn";0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0.2;0;0;0;0;0;1;0;0;0.2;0;0;0;0;0.25;0;0;0;0;0;0.16666666666666666;0;0;0.08333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9492849514058349;0.2322536058231687;0.46153846153846156;0.2972972972972973;0;0;0;0.25;0;0.16666666666666666;0.13333333333333333;0.06666666666666667;0.21052631578947367;0.19047619047619047;0;0;0;0.14285714285714285;0.5524701568928148;0.2748085029234477
"Withdrawn";0;0;0;0;0;0;0;0;0;0;0.8;0.8;0;0;0;0.2;0.2;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0.25;0;0.14285714285714285;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7548309839719186;0.23783623683997937;0.23076923076923078;0.35135135135135137;0;0.4;0.3333333333333333;0.25;0;0.16666666666666666;0.26666666666666666;0.06666666666666667;0.3157894736842105;0.047619047619047616;0;0.25;0.16666666666666666;0.42857142857142855;0.3909748683478193;0.23415220051670316
"Withdrawn";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0.08333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7878189317050123;0.2863521724691924;0.6470588235294118;0.35135135135135137;0.25;0;0.16666666666666666;0.25;0;0.16666666666666666;0.06666666666666667;0;0.10526315789473684;0.23809523809523808;0.25;0;0.16666666666666666;0.2857142857142857;0.6172161742440471;0.36881398074345717
