"class";"fr_Al_COO";"fr_Al_OH";"fr_Al_OH_noTert";"fr_ArN";"fr_Ar_COO";"fr_Ar_N";"fr_Ar_NH";"fr_Ar_OH";"fr_COO";"fr_COO2";"fr_C_O";"fr_C_O_noCOO";"fr_C_S";"fr_HOCCN";"fr_Imine";"fr_NH0";"fr_NH1";"fr_NH2";"fr_N_O";"fr_Ndealkylation1";"fr_Ndealkylation2";"fr_Nhpyrrole";"fr_alkyl_carbamate";"fr_alkyl_halide";"fr_allylic_oxid";"fr_amide";"fr_amidine";"fr_aniline";"fr_aryl_methyl";"fr_barbitur";"fr_benzene";"fr_benzodiazepine";"fr_bicyclic";"fr_dihydropyridine";"fr_epoxide";"fr_ester";"fr_ether";"fr_furan";"fr_guanido";"fr_halogen";"fr_hdrzine";"fr_hdrzone";"fr_imidazole";"fr_imide";"fr_ketone";"fr_ketone_Topliss";"fr_lactam";"fr_lactone";"fr_methoxy";"fr_morpholine";"fr_nitrile";"fr_nitro";"fr_nitro_arom";"fr_nitro_arom_nonortho";"fr_oxazole";"fr_oxime";"fr_para_hydroxylation";"fr_phenol";"fr_phenol_noOrthoHbond";"fr_phos_acid";"fr_phos_ester";"fr_piperdine";"fr_piperzine";"fr_priamide";"fr_pyridine";"fr_quatN";"fr_sulfide";"fr_sulfonamd";"fr_sulfone";"fr_term_acetylene";"fr_tetrazole";"fr_thiazole";"fr_thiophene";"fr_unbrch_alkane";"fr_urea";"qed";"MolWt";"FractionCSP3";"HeavyAtomCount";"NumAliphaticCarbocycles";"NumAliphaticHeterocycles";"NumAliphaticRings";"NumAromaticCarbocycles";"NumAromaticHeterocycles";"NumAromaticRings";"NumHAcceptors";"NumHDonors";"NumHeteroatoms";"NumRotatableBonds";"NumSaturatedCarbocycles";"NumSaturatedHeterocycles";"NumSaturatedRings";"RingCount";"MolLogP";"MolMR"
"Approved";0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0.4;0;0;0;0;0;0;0.5;0;0.2;0;0;0;0;0.25;0;0;0;0;0;0.3333333333333333;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0.696342525287436;0.5881261387400486;0.5882352941176471;0.5945945945945946;0;0.2;0.16666666666666666;0.25;0;0.16666666666666666;0.26666666666666666;0.13333333333333333;0.5789473684210527;0.3333333333333333;0;0.25;0.16666666666666666;0.2857142857142857;0.5540999972754915;0.3921620554127484
"Approved";0;0.125;0.14285714285714285;0;0;0;0;0.16666666666666666;0;0;0.2;0.2;0;0;0;0.2;0.4;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0.25;0;0;0;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.16666666666666666;0.16666666666666666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18181818181818182;1;0.48865965709695586;0.41994264789035823;0.5625;0.4864864864864865;0;0.2;0.16666666666666666;0.25;0;0.16666666666666666;0.4;0.26666666666666666;0.42105263157894735;0.38095238095238093;0;0.25;0.16666666666666666;0.2857142857142857;0.3751873100141292;0.39703187625047925
"Approved";0;0.125;0.14285714285714285;0;0;0;0;0.16666666666666666;0;0;0;0;0;0;0;0;0.2;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16666666666666666;0.16666666666666666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6720484344609781;0.06506637227712105;0.4;0.1891891891891892;0;0;0;0.25;0;0.16666666666666666;0.2;0.2;0.15789473684210525;0.19047619047619047;0;0;0;0.14285714285714285;0.43706286221378116;0.15966809331718987
"Approved";0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0.2;0.2;0;0;0;0.5;0;0;0;0;0.2;0;0.3333333333333333;0.3333333333333333;0;0.5;0;0;0;0;0;0.16666666666666666;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0.3333333333333333;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8860452240693222;0.44930531247475713;0.4090909090909091;0.5405405405405406;0;0.2;0.16666666666666666;0.5;0;0.3333333333333333;0.2;0.06666666666666667;0.21052631578947367;0.2857142857142857;0;0.25;0.16666666666666666;0.42857142857142855;0.5990398050808216;0.5117047934162583
"Approved";0;0.125;0.14285714285714285;0;0;0;0;0;0;0;0.2;0.2;0;1;0;0.4;0.2;0;0;0;0;0;0;0;0;0.2;0;0.3333333333333333;0.6666666666666666;0;0.5;0;0;0;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;1;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0.6604985989762703;0.6177423552958708;0.4583333333333333;0.6756756756756757;0;0.2;0.16666666666666666;0.5;0;0.3333333333333333;0.4;0.13333333333333333;0.3684210526315789;0.42857142857142855;0;0.25;0.16666666666666666;0.42857142857142855;0.4989938776383961;0.6149306207548539
"Approved";0;0.125;0.14285714285714285;0;0;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0.2;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5139813670501108;0.06949119075186011;0.3333333333333333;0.1891891891891892;0;0;0;0.25;0;0.16666666666666666;0.26666666666666666;0.26666666666666666;0.21052631578947367;0.14285714285714285;0;0;0;0.14285714285714285;0.40376060126028085;0.1405527029739519
"Approved";0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0.4;0;0;0;0.3333333333333333;0;0;0;0;0;0.2;0;0;0;0;0.5;0;0.2857142857142857;0;0;0;0.6666666666666666;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5401425286890947;0.70984903560498;0.5185185185185185;0.7567567567567568;0.25;0.2;0.3333333333333333;0.5;0;0.3333333333333333;0.4;0;0.3684210526315789;0.47619047619047616;0;0;0;0.5714285714285714;0.5477411871854659;0.6778510887652917
"Approved";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0.9146227643393997;0.25602915174524515;0.5714285714285714;0.35135135135135137;0;0.2;0.16666666666666666;0.25;0;0.16666666666666666;0.3333333333333333;0.06666666666666667;0.2631578947368421;0.23809523809523808;0;0.25;0.16666666666666666;0.2857142857142857;0.4410766482308211;0.30622503091795716
"Approved";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8571428571428571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.65459632712342;0.18433003940152737;1;0.2972972972972973;0;0.8;0.6666666666666666;0;0;0;0.13333333333333333;0;0.10526315789473684;0;0;1;0.6666666666666666;0.5714285714285714;0.5007969189692021;0.27887672314994216
"Approved";0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6079457636269172;0.3346639202276134;0.3333333333333333;0.43243243243243246;0;0;0;0.5;0;0.3333333333333333;0.26666666666666666;0.26666666666666666;0.21052631578947367;0.3333333333333333;0;0;0;0.2857142857142857;0.5305573178373632;0.39119858068777236
"Approved";0;0;0;0;0;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8181818181818182;0;0.3069659115754782;0.4583524058267588;0.45454545454545453;0.5405405405405406;0;0;0;0.5;0;0.3333333333333333;0.26666666666666666;0.26666666666666666;0.21052631578947367;0.6190476190476191;0;0;0;0.2857142857142857;0.562949787293668;0.5236821828400512
"Approved";0.5;0;0;0;0;0;0;0;0.5;0.5;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8658114466214936;0.12127413231374018;0.46153846153846156;0.24324324324324326;0;0;0;0.25;0;0.16666666666666666;0.06666666666666667;0.06666666666666667;0.10526315789473684;0.19047619047619047;0;0;0;0.14285714285714285;0.5362204050177685;0.22069139671460408
"Approved";0;0.125;0.14285714285714285;0;0;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4713589563431463;0.03801708895410929;0.25;0.16216216216216217;0;0;0;0.25;0;0.16666666666666666;0.26666666666666666;0.26666666666666666;0.21052631578947367;0.09523809523809523;0;0;0;0.14285714285714285;0.3910770374464348;0.10900473319908628
"Approved";0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;0;0.25;0;0.14285714285714285;0;0;0;0;0;0;0.08333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0.7355674634544723;0.1952888697416013;0.18181818181818182;0.2702702702702703;0;0;0;0.25;0.3333333333333333;0.3333333333333333;0.2;0;0.2631578947368421;0.047619047619047616;0;0;0;0.2857142857142857;0.45554573867285325;0.2235701659533423
"Approved";0;0.125;0.14285714285714285;0;0;0.2;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0.5714285714285714;0;0;0;0.16666666666666666;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0.75;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0.9290757813908469;0.3863571088792555;0.45;0.4864864864864865;0;0.6;0.5;0.25;0.3333333333333333;0.3333333333333333;0.26666666666666666;0.06666666666666667;0.21052631578947367;0.19047619047619047;0;0.75;0.5;0.7142857142857143;0.541085600189938;0.4407883916835576
